product_name	chunks	result
Marie Louise doublure en Alpaga	marie louise doublure,en alpaga	劳埃斯·杜布尔 en alpaga
Marie Louise doublure en alpaga	marie louise doublure,en alpaga	劳埃斯·杜布尔 en alpaga
Marie-Louise tactile doubl. alpaga	marie-louise tactile,doubl. alpaga	marielouise tactile doubl. alpaga
Marie-louise doublure en alpaga	marie-louise doublure,en alpaga	marielouise doublure en alpaga
Marina tactile doublure en lapin	marina tactile doublure en lapin	 tactile marina doublure rabbit
Marinière Ami de Coeur	marinière,ami,de coeur	海事 ami 心
Marinière Ami de Cœur	marinière ami,de cœur	朋友 de cœur
Marinière Brodée Celine Maille Coton	marinière,brodée celine maille,coton	海事 布莱德 梅尔 coton
Marinière Colombier Dreame r	marinière,colombier dreame,r	海事 哥伦布梦 r
Marinière Colombier French touch	marinière colombier french touch	英语 英语 英语 英语 英语 英语
Marinière Colombier Out of Office	marinière colombier,out of office	哥倫比亞人 out of office
Marinière Colombier The dude	marinière colombier,the dude	哥倫比亞人 the dude
Marinière Colombier champ’	marinière colombier champ,’	例如: marinière colombier field ’
Marinière Colombier la belle vita	marinière colombier,la belle vita	哥倫比亞人 美生
Marinière Colombier paradisio	marinière,colombier,paradisio	海事 哥伦布 paradisio
Marinière Montpar Out Of office	marinière montpar,out,of office	蒙特 out of office
Marinière Montpar bonjour	marinière montpar,bonjour	蒙特 bonjour
Marinière Montpar café croissant	marinière montpar,café croissant	蒙特 咖啡
Marinière Montpar incognito	marinière montpar,incognito	蒙特 incognito
Marinière Montpar oupsie	marinière montpar,oupsie	蒙特 oupsie
Marinière Montpar the coach	marinière montpar,the coach	蒙特 the coach
Marinière Montpar tutto bene	marinière montpar,tutto bene	蒙特 tutto bene
Marinière Montpar very busy	marinière montpar,very busy	蒙特 very busy
Marinière Montpar weekender	marinière montpar,weekender	蒙特 weekender
Martis	martis	martis
Martis 20	martis,20	martis  20
Masque	masque	masque
Masque Arrow	masque arrow	arrow mask
Mathers Racking	mathers,racking	mathers racking
Mesh Ankle Boot	mesh,ankle,boot	mesh ankle boot
Mesnil Chaine	mesnil,chaine	mesnil chaine
Messenger Baguette Medium	messenger baguette,medium	messenger baguette medium
Messenger bag Elsa	messenger,bag elsa	messenger bag elsa
Metropolis	metropolis	metropolis
Micro Baguette Plat	micro,baguette,plat	micro baguette plat
Micro Portefeuille À Trois Volets	micro,portefeuille à trois volets	micro ,,,,,,,,,,,,,,,,,
Micro sac casquette	micro sac casquette	micro sac casquette
Micro-top fleuri en lycra	micro-top fleuri,en lycra	flower microtop 如:
Mila doublure en alpaga	mila doublure,en alpaga	mila doublure en alpaga
Milkman	milkman	milkman
Mina Boca Stripe Polo	mina boca stripe polo	mina boca stripe polo
Minas	minas	minas
Mini Ava Veau Lisse	mini ava veau,lisse	水牛 lisse
Mini Baguette	mini baguette	mini baguette
Mini Baguette 1997	mini baguette,1997	mini baguette  1997
Mini Boîte Chapeau	mini boîte chapeau	小型帽子箱
Mini Cabat	mini cabat	mini cabat
Mini Camera Case O’Lock	mini camera case,o’lock	 mini camera case o’lock
Mini Canelé	mini canelé	 mini canele
Mini Cassette	mini cassette	mini cassette
Mini Cookie	mini cookie	 mini cookie
Mini Jupe	mini jupe	mini jupe
Mini Robe Bustier Sequins	mini robe,bustier sequins	mini robe 布丁
Mini Sac Ceinture Puzzle	mini sac,ceinture,puzzle	mini sac ceinture puzzle
Mini Sac En Cuir Matelassé	mini sac,en cuir,matelassé	mini sac leather ???
Mini Sac Shopping Sunshine	mini sac,shopping,sunshine	mini sac shopping sunshine
Mini Zippy 2C	mini zippy 2c	mini zippy c 2c
Mini cap bag - sac à bandoulière en cuir	mini cap bag - sac à bandoulière en cuir	 leather mini cap bag
Mini jupe	mini jupe	mini jupe
Mini jupe Big	mini jupe big	mini jupe big
Mini jupe Darsena	mini jupe,darsena	mini jupe darsena
Mini jupe Fiorigi	mini jupe fiorigi	mini jupe fiorigi
Mini jupe Flower Dream	mini jupe,flower dream	mini jupe flower dream
Mini jupe Graffiti	mini jupe graffiti	mini jupe graffiti
Mini jupe Jiloa	mini jupe jiloa	mini jupe jiloa
Mini jupe Kiri	mini jupe kiri	mini jupe kiri
Mini jupe Klaus	mini jupe klaus	mini jupe klaus
Mini jupe Lina	mini jupe,lina	mini jupe lina
Mini jupe Macrocannage	mini jupe,macrocannage	mini jupe macrocannage
Mini jupe Naomi	mini jupe,naomi	mini jupe naomi
Mini jupe Orange Neon Jungle	mini jupe orange,neon jungle	mini jupe orange neon jungle
Mini jupe Palco	mini jupe,palco	mini jupe palco
Mini jupe Réédition en vinyle	mini jupe,réédition,en vinyle	mini jupe 再出版 vinyl
Mini jupe Santo	mini jupe santo	mini jupe santo
Mini jupe Vicson	mini jupe,vicson	mini jupe vicson
Mini jupe Zurlo	mini jupe zurlo	mini jupe zurlo
Mini jupe en cuir Monogram	mini jupe,en cuir monogram	mini jupe monogram leather
Mini jupe en jean Anagram	mini jupe,en jean anagram	mini jupe 例如:
Mini jupe en velours	mini jupe,en velours	mini jupe en velours
Mini jupe plissé 4-Bar	mini jupe plissé,4-bar	mini jupe plissé bar 4
Mini jupe plissé en Re-Nylon 	mini jupe plissé en re-nylon	紧身的 mini jupe
Mini jupe plissée	mini jupe plissée	紧身 mini jupe
Mini jupe plissée 4-Bar	mini jupe plissée,4-bar	紧身 mini jupe bar 4
Mini piercing créole aztèque	mini piercing créole aztèque	阿兹克血清 mini piercing
Mini piercing créole trio diamants	mini piercing créole trio,diamants	 mini piercing créole trio diamants
Mini piercing créole triple diamants	mini piercing créole triple diamants	 mini piercing créole triple diamonds
Mini piercing créole trois diamants	mini piercing créole trois diamants	 mini piercing créole three diamonds
Mini pochette Flamenco	mini pochette flamenco	mini pochette flamenco
Mini portefeuille Alphabet	mini portefeuille alphabet	alphabet mini portfolio
Mini robe	mini robe	mini robe
Mini robe en denim	mini robe,en denim	mini robe denim
Mini robe viscose underpinning	mini robe viscose,underpinning	mini robe viscose underpinning
Mini sac	mini sac	mini sac
Mini sac Arco	mini sac arco	mini sac arco
Mini sac Four Ring avec chaîne	mini sac,four ring avec chaîne	mini sac  chain 炉
Mini sac Gate Dual	mini sac,gate,dual	mini sac gate dual
Mini sac Hammock Drawstring	mini sac,hammock,drawstring	mini sac hammock drawstring
Mini sac Hana	mini sac hana	mini sac hana
Mini sac Joan	mini sac joan	mini sac joan
Mini sac Judy	mini sac,judy	mini sac judy
Mini sac Madeline Lady	mini sac madeline,lady	mini sac madeline lady
Mini sac Manu Hobo	mini sac,manu hobo	mini sac manu hobo
Mini sac Messenger	mini sac,messenger	mini sac messenger
Mini sac Pocket	mini sac pocket	mini sac pocket
Mini sac Puzzle	mini sac,puzzle	mini sac puzzle
Mini sac Tess	mini sac,tess	mini sac tess
Mini sac Tilda	mini sac,tilda	mini sac tilda
Mini sac Trunk	mini sac trunk	mini sac trunk
Mini sac Twister	mini sac twister	mini sac twister
Mini sac bandoulière	mini sac bandoulière	小型手提袋
Mini sac cabas	mini sac cabas	mini sac cabas
Mini sac cabas Falabella	mini sac cabas,falabella	mini sac cabas falabella
Mini sac cabas Mama	mini sac cabas,mama	mini sac cabas mama
Mini sac cabas T Screw 	mini sac cabas,t screw	mini sac cabas t screw
Mini sac caméra Lola matelassé	mini sac,caméra lola,matelassé	mini sac 洛拉摄像机 ???
Mini sac chaîne Alphabet	mini sac,chaîne,alphabet	mini sac  chain alphabet
Mini sac chaîne Timeless	mini sac,chaîne,timeless	mini sac  chain timeless
Mini sac porté croisé matelassé	mini sac,porté croisé matelassé	mini sac 毛皮毛皮
Mini sac porté épaule Falabella	mini sac,porté épaule,falabella	mini sac shoulder falabella
Mini sac porté épaule Marcie	mini sac,porté épaule marcie	mini sac 带有马西肩
Mini sac seau Etno-Chic	mini sac,seau,etno,-chic	mini sac seau etno chic
Mini sac seau Holly	mini sac,seau,holly	mini sac seau holly
Mini sac à bandoulière	mini sac,à bandoulière	mini sac 例如:
Mini sac à bandoulière Falabella	mini sac,à bandoulière falabella	mini sac falabella band
Mini sac à logo Stella	mini sac,à logo stella	mini sac 以星标记
Mini sac à main	mini sac,à main	mini sac 例如:
Mini short denim union wash	mini short denim union,wash	 mini short denim union wash
Mini short rétro	mini short rétro	 mini short retro
Mini-Sac Milano	mini-sac milano	minisac milano
Mini-Sac Museo	mini-sac museo	minisac museo
Mini-Sac Seau Tropicalia	mini-sac seau tropicalia	minisac seau tropicalia
Mini-Sac Tropicalia	mini-sac tropicalia	minisac tropicalia
Mini-caftan	mini-caftan	minicaftan
Mini-gilet	mini-gilet	minigilet
Mini-jupe Surpiquée Vladima	mini-jupe,surpiquée vladima	minijupe Vladima
Mini-jupe en denim 4G bleached	mini-jupe,en denim 4g,bleached	minijupe en denim g bleached 4g
Mini-jupe en jean	mini-jupe,en jean	minijupe ,,,,,,,,,,,,,,,,
Mini-jupe en maille côtelée	mini-jupe,en maille,côtelée	minijupe 例如: 附带
Mini-jupe en mohair	mini-jupe,en mohair	minijupe en mohair
Mini-jupe sablier	mini-jupe,sablier	minijupe sablier
Mini-jupe à ourlet festonné	mini-jupe,à ourlet,festonné	minijupe Bear 祝贺
Mini-portefeuille compact	mini-portefeuille compact	miniportefeuille compact
Mini-portefeuille pliant	mini-portefeuille,pliant	小型文件 pliant
Mini-robe Swing	mini-robe,swing	minirobe swing
Mini-robe Swing (avec plumes)	mini-robe swing,(avec plumes,)	minirobe swing (with rain )
Mini-robe camisole à motifs zèbrés	mini-robe,camisole à motifs,zèbrés	minirobe camisole à motifs Z zebras
Mini-robe chemisier	mini-robe,chemisier	minirobe chemistry
Mini-robe à une épaule Bumper-tube	mini-robe à une épaule bumper,-,tube	minirobe à une épaule bumper  tube
Mini-sac Trunk en veau lisse	mini-sac trunk en veau lisse	牛尾
Minijupe en denim	minijupe,en denim	minijupe denim
Minirobe en denim Neptune Athleisure	minirobe en denim neptune,athleisure	牛仔裤 neptune athleisure
Mitzah Toile de Jouy Sauvage	mitzah toile,de jouy,sauvage	mitzah toile 例如: 野生动物
Mocassin  chouchou square	mocassin,chouchou,square	mocassin chouchou square
Mocassin  chouchou à talon	mocassin,chouchou,à talon	mocassin chouchou 例如:
Mocassin Brera	mocassin,brera	mocassin brera
Mocassin Celine Marlou 	mocassin,celine,marlou	mocassin celine marlou
Mocassin Celine Marlou Veau Velours	mocassin,celine,marlou veau velours	mocassin celine 牛仔毛皮
Mocassin Dior Code	mocassin dior,code	莫卡西恩 code
Mocassin Driver en cuir	mocassin,driver,en cuir	mocassin driver leather
Mocassin Gomma à talon	mocassin gomma,à talon	mocassin gomma 例如:
Mocassin Margaret Avec Chaine Triomphe 	mocassin margaret,avec chaine,triomphe	mocassin margaret with chain triomphe
Mocassin Margaret avec Chaine Triomphe et details Brogue Taureau Brillant	mocassin margaret,avec chaine triomphe et details brogue,taureau brillant	mocassin margaret 与 chain triumph and details brogue bright taurea
Mocassin Penny en cuir	mocassin,penny,en cuir	mocassin penny leather
Mocassin Triomphe Avec Plateau Tressé Celine Luco En Veau Glacé	mocassin triomphe avec plateau tressé celine luco en veau,glacé	莫卡辛 triumph with 切面 celine luco veau 冰
Mocassin Triomphe Celine Margaret Taureau Brillant	mocassin,triomphe,celine margaret taureau brillant	mocassin triomphe 例如: celine margaret taureau brilliant
Mocassin effet poils	mocassin,effet,poils	mocassin effet poils
Mocassin effet poils longs	mocassin,effet,poils longs	mocassin effet poils longs
Mocassin en cuir	mocassin,en cuir	mocassin leather
Mocassin en cuir suédé	mocassin,en cuir suédé	mocassin sued leather
Mocassin en cuir élastique	mocassin,en cuir élastique	mocassin elastic leather
Mocassin en maille extensible	mocassin,en maille extensible	mocassin 例如:
Mocassin lacé Loom	mocassin,lacé loom	mocassin 黄
Mocassin à chaîne en cuir de mouton et daim	mocassin,à chaîne,en cuir,de mouton,et daim	mocassin  chain leather de mouton ,,,,,,,,,,,,,,,,,
Mocassin à double boucle en cuir	mocassin,à double boucle,en cuir	mocassin  double loop leather
Mocassins	mocassins	mocassins
Mocassins 180	mocassins,180	mocassins  180
Mocassins 180 Triple Semelle	mocassins,180 triple semelle	mocassins  triple semelle 180
Mocassins 180 cuir veau box	mocassins,180 cuir veau,box	mocassins  cuir veau box 180
Mocassins Andrea	mocassins,andrea	mocassins 安德烈
Mocassins Army en cuir avec chaîne dorée	mocassins,army en cuir,avec chaîne dorée	mocassins  leather army gold chain
Mocassins Ashley	mocassins,ashley	mocassins ashley
Mocassins Austin	mocassins,austin	mocassins austin
Mocassins Becky	mocassins,becky	mocassins becky
Mocassins Belem	mocassins,belem	mocassins belem
Mocassins Brera	mocassins,brera	mocassins brera
Mocassins Canal	mocassins canal	mocassins canal
Mocassins Capstone	mocassins,capstone	mocassins capstone
Mocassins Catenna	mocassins,catenna	mocassins catenna
Mocassins City Gommino	mocassins,city,gommino	mocassins city gommino
Mocassins Coin en cuir avec chaînes dorées	mocassins,coin,en cuir,avec chaînes dorées	mocassins coin leather with dorse chains
Mocassins Daisy	mocassins,daisy	mocassins 戴西
Mocassins Daniel	mocassins,daniel	mocassins daniel
Mocassins Delfina	mocassins,delfina	mocassins delfina
Mocassins Duccio	mocassins,duccio	mocassins duccio
Mocassins Elisa	mocassins,elisa	mocassins 伊丽莎
Mocassins Ernesto	mocassins ernesto	mocassins ernesto
Mocassins Feliac	mocassins feliac	mocassins feliac
Mocassins Flavio	mocassins,flavio	mocassins flavio
Mocassins George	mocassins,george	mocassins george
Mocassins Gomino	mocassins,gomino	mocassins gomino
Mocassins Gomma	mocassins,gomma	mocassins gomma
Mocassins Gomma Leggera	mocassins gomma,leggera	mocassins gomma leggera
Mocassins Gommini	mocassins,gommini	mocassins gommini
Mocassins Gommini 122	mocassins,gommini,122	mocassins gommini  122
Mocassins Gommino	mocassins,gommino	mocassins gommino
Mocassins Harper	mocassins harper	mocassins harper
Mocassins Harris	mocassins harris	mocassins harris
Mocassins Havana	mocassins havana	mocassins havana
Mocassins Henri	mocassins,henri	mocassins henri
Mocassins James	mocassins,james	mocassins james
Mocassins Jay	mocassins,jay	mocassins jay
Mocassins Jordan	mocassins,jordan	mocassins jordan
Mocassins Jude	mocassins,jude	mocassins jude
Mocassins Julio	mocassins,julio	mocassins julio
Mocassins Kate en cuir	mocassins,kate en cuir	mocassins  leather cat
Mocassins Ladynolita	mocassins,ladynolita	mocassins ladynolita
Mocassins Leen	mocassins leen	莱茵莫卡辛
Mocassins Loafer	mocassins loafer	牛仔牛
Mocassins Ludovica	mocassins ludovica	莫卡西诺维亚
Mocassins Ludovico	mocassins ludovico	莫卡西斯
Mocassins Lylia	mocassins lylia	
Mocassins Maestro	mocassins,maestro	mocassins maestro
Mocassins Marcello	mocassins,marcello	mocassins marcello
Mocassins Margaret	mocassins margaret	mocassins margaret
Mocassins Marnigram en maille extensible	mocassins marnigram,en maille extensible	mocassins marnigram 例如:
Mocassins Marzio	mocassins marzio	mocassins marzio
Mocassins Mathilde	mocassins,mathilde	mocassins mathilde
Mocassins Maurizio	mocassins,maurizio	mocassins maurizio
Mocassins Michael	mocassins,michael	mocassins michael
Mocassins Monica	mocassins monica	mocassins monica
Mocassins Monolith	mocassins monolith	mocassins monolith
Mocassins Monolith pointus 	mocassins monolith,pointus	mocassins monolith pointus
Mocassins Monsieur	mocassins,monsieur	mocassins 先生
Mocassins Myrtle	mocassins myrtle	mocassins myrtle
Mocassins Nick	mocassins nick	mocassins nick
Mocassins Nicole	mocassins,nicole	mocassins 尼科
Mocassins Nolita	mocassins,nolita	mocassins nolita
Mocassins Nuovo Gommino	mocassins,nuovo gommino	mocassins nuovo gommino
Mocassins Orlando	mocassins orlando	mocassins orlando
Mocassins Penny	mocassins,penny	mocassins penny
Mocassins Preppy Viv	mocassins preppy,viv	 preppy mocassins viv
Mocassins Raiguer	mocassins,raiguer	mocassins raiguer
Mocassins Raimondo	mocassins raimondo	mocassins raimondo
Mocassins Ralph	mocassins ralph	mocassins ralph
Mocassins Renato	mocassins,renato	mocassins renato
Mocassins Rio	mocassins rio	mocassins rio
Mocassins Robin	mocassins,robin	mocassins robin
Mocassins Rolando	mocassins,rolando	mocassins rolando
Mocassins Ruth	mocassins,ruth	mocassins ruth
Mocassins Selma	mocassins selma	mocassins selma
Mocassins Sienna	mocassins,sienna	mocassins 西奈
