product_name	chunks	result
Mini Baguette 1997	mini baguette,1997	迷你法棍  1997
Mini Boîte Chapeau	mini boîte chapeau	mini boîte chapeau
Mini Cabat	mini cabat	迷你小屋
Mini Camera Case O’Lock	mini camera case,o’lock	mini camera case 马球风格
Mini Canelé	mini canelé	迷你罐头
Mini Cassette	mini cassette	迷你盒
Mini Cookie	mini cookie	迷你饼干
Mini Jupe	mini jupe	mini jupe
Mini Robe Bustier Sequins	mini robe,bustier sequins	迷你裙 bustier sequins
Mini Sac Ceinture Puzzle	mini sac,ceinture,puzzle	mini sac 安全带 必备行李箱
Mini Sac En Cuir Matelassé	mini sac,en cuir,matelassé	mini sac 皮革的 缝好被子
Mini Sac Shopping Sunshine	mini sac,shopping,sunshine	mini sac 购物 日照
Mini Zippy 2C	mini zippy 2c	mini zippy c 2c
Mini cap bag - sac à bandoulière en cuir	mini cap bag - sac à bandoulière en cuir	迷你帽包皮肩包
Mini jupe	mini jupe	mini jupe
Mini jupe Big	mini jupe big	特罗皮卡纳里德利俱乐部
Mini jupe Darsena	mini jupe,darsena	mini jupe 达尔塞纳
Mini jupe Fiorigi	mini jupe fiorigi	迷你裙绒毛
Mini jupe Flower Dream	mini jupe,flower dream	mini jupe flower dream
Mini jupe Graffiti	mini jupe graffiti	迷你裙涂鸦
Mini jupe Jiloa	mini jupe jiloa	mini jupe jiloa
Mini jupe Kiri	mini jupe kiri	迷你基里裙
Mini jupe Klaus	mini jupe klaus	超短裙克劳斯
Mini jupe Lina	mini jupe,lina	mini jupe 莉娜。
Mini jupe Macrocannage	mini jupe,macrocannage	mini jupe macrocannage
Mini jupe Naomi	mini jupe,naomi	mini jupe 娜奥米
Mini jupe Orange Neon Jungle	mini jupe orange,neon jungle	mini jupe orange neon jungle
Mini jupe Palco	mini jupe,palco	mini jupe 帕尔科
Mini jupe Réédition en vinyle	mini jupe,réédition,en vinyle	mini jupe 补发 水反应
Mini jupe Santo	mini jupe santo	块
Mini jupe Vicson	mini jupe,vicson	mini jupe 维克森
Mini jupe Zurlo	mini jupe zurlo	Zurlo迷你裙
Mini jupe en cuir Monogram	mini jupe,en cuir monogram	mini jupe en cuir monogram
Mini jupe en jean Anagram	mini jupe,en jean anagram	mini jupe en jean anagram
Mini jupe en velours	mini jupe,en velours	mini jupe 天鹅绒的
Mini jupe plissé 4-Bar	mini jupe plissé,4-bar	mini jupe plissé 酒吧 4
Mini jupe plissé en Re-Nylon 	mini jupe plissé en re-nylon	迷你锦纶褶边裙
Mini jupe plissée	mini jupe plissée	mini jupe plissée
Mini jupe plissée 4-Bar	mini jupe plissée,4-bar	mini jupe plissée 酒吧 4
Mini piercing créole aztèque	mini piercing créole aztèque	mini piercing créole aztèque
Mini piercing créole trio diamants	mini piercing créole trio,diamants	mini piercing créole trio diamants
Mini piercing créole triple diamants	mini piercing créole triple diamants	迷你穿孔克里奥尔三重钻石
Mini piercing créole trois diamants	mini piercing créole trois diamants	迷你穿孔克里奥尔三颗钻石
Mini pochette Flamenco	mini pochette flamenco	迷你Flamenco邮袋
Mini portefeuille Alphabet	mini portefeuille alphabet	迷你字母钱包
Mini robe	mini robe	迷你裙
Mini robe en denim	mini robe,en denim	迷你裙 en denim
Mini robe viscose underpinning	mini robe viscose,underpinning	运动衫特罗卡迷你制造 碎片
Mini sac	mini sac	mini sac
Mini sac Arco	mini sac arco	迷你手袋ARCO
Mini sac Four Ring avec chaîne	mini sac,four ring avec chaîne	mini sac 带链条的四环
Mini sac Gate Dual	mini sac,gate,dual	mini sac 闸 DUAL
Mini sac Hammock Drawstring	mini sac,hammock,drawstring	mini sac hammock 绘图
Mini sac Hana	mini sac hana	迷你袋Hana
Mini sac Joan	mini sac joan	Joan迷你包
Mini sac Judy	mini sac,judy	mini sac judy
Mini sac Madeline Lady	mini sac madeline,lady	尤金尼奥靴子 女士。
Mini sac Manu Hobo	mini sac,manu hobo	mini sac 马努·霍波
Mini sac Messenger	mini sac,messenger	mini sac 信使
Mini sac Pocket	mini sac pocket	迷你袋口袋
Mini sac Puzzle	mini sac,puzzle	mini sac 必备行李箱
Mini sac Tess	mini sac,tess	mini sac 泰丝。
Mini sac Tilda	mini sac,tilda	mini sac 蒂尔达
Mini sac Trunk	mini sac trunk	mini sac trunk
Mini sac Twister	mini sac twister	刺绣和刺绣
Mini sac bandoulière	mini sac bandoulière	mini sac bandoulière
Mini sac cabas	mini sac cabas	迷你袋式木屋
Mini sac cabas Falabella	mini sac cabas,falabella	迷你袋式木屋 法拉贝拉
Mini sac cabas Mama	mini sac cabas,mama	迷你袋式木屋 妈妈。
Mini sac cabas T Screw 	mini sac cabas,t screw	迷你袋式木屋 t screw
Mini sac caméra Lola matelassé	mini sac,caméra lola,matelassé	mini sac 萝拉相机 缝好被子
Mini sac chaîne Alphabet	mini sac,chaîne,alphabet	mini sac 链式 字母表
Mini sac chaîne Timeless	mini sac,chaîne,timeless	mini sac 链式 时间表
Mini sac porté croisé matelassé	mini sac,porté croisé matelassé	mini sac 拼布交叉
Mini sac porté épaule Falabella	mini sac,porté épaule,falabella	mini sac 拉斯卡拉 法拉贝拉
Mini sac porté épaule Marcie	mini sac,porté épaule marcie	mini sac 磨损的肩膀，玛西
Mini sac seau Etno-Chic	mini sac,seau,etno,-chic	mini sac 桶，桶 etno chic
Mini sac seau Holly	mini sac,seau,holly	mini sac 桶，桶 霍莉
Mini sac à bandoulière	mini sac,à bandoulière	mini sac 带肩带
Mini sac à bandoulière Falabella	mini sac,à bandoulière falabella	mini sac 法拉贝拉肩带
Mini sac à logo Stella	mini sac,à logo stella	mini sac 带有Stella徽标
Mini sac à main	mini sac,à main	mini sac 手动操作
Mini short denim union wash	mini short denim union,wash	mini short denim union 洗。
Mini short rétro	mini short rétro	mini short rétro
Mini-Sac Milano	mini-sac milano	迷你米兰诺
Mini-Sac Museo	mini-sac museo	皮革粗体
Mini-Sac Seau Tropicalia	mini-sac seau tropicalia	minisac seau tropicalia
Mini-Sac Tropicalia	mini-sac tropicalia	minisac tropicalia
Mini-caftan	mini-caftan	米尼卡坦
Mini-gilet	mini-gilet	微型车
Mini-jupe Surpiquée Vladima	mini-jupe,surpiquée vladima	minijupe 夸张的弗拉迪玛
Mini-jupe en denim 4G bleached	mini-jupe,en denim 4g,bleached	minijupe 牛仔裤g bleached 4g
Mini-jupe en jean	mini-jupe,en jean	minijupe en jean
Mini-jupe en maille côtelée	mini-jupe,en maille,côtelée	minijupe 出于某些原因 côtelée
Mini-jupe en mohair	mini-jupe,en mohair	minijupe 穿着马海毛
Mini-jupe sablier	mini-jupe,sablier	minijupe 沙漏
Mini-jupe à ourlet festonné	mini-jupe,à ourlet,festonné	minijupe 带着一个海胆 festonné
Mini-portefeuille compact	mini-portefeuille compact	miniportefeuille compact
Mini-portefeuille pliant	mini-portefeuille,pliant	迷你产品组合 折叠
Mini-robe Swing	mini-robe,swing	minirobe 秋千
Mini-robe Swing (avec plumes)	mini-robe swing,(avec plumes,)	minirobe swing (avec plumes )
Mini-robe camisole à motifs zèbrés	mini-robe,camisole à motifs,zèbrés	minirobe camisole à motifs zèbrés
Mini-robe chemisier	mini-robe,chemisier	minirobe 上衣
Mini-robe à une épaule Bumper-tube	mini-robe à une épaule bumper,-,tube	minirobe à une épaule bumper  tube
Mini-sac Trunk en veau lisse	mini-sac trunk en veau lisse	洛杉矶和服
Minijupe en denim	minijupe,en denim	minijupe en denim
Minirobe en denim Neptune Athleisure	minirobe en denim neptune,athleisure	牛仔海王星迷你裙 田径运动
Mitzah Toile de Jouy Sauvage	mitzah toile,de jouy,sauvage	成人礼帆布 de jouy 野性
Mocassin  chouchou square	mocassin,chouchou,square	mocassin 甜 正方形
Mocassin  chouchou à talon	mocassin,chouchou,à talon	mocassin 甜 带高跟鞋
Mocassin Brera	mocassin,brera	mocassin 布雷拉
Mocassin Celine Marlou 	mocassin,celine,marlou	mocassin 席琳 马卢
Mocassin Celine Marlou Veau Velours	mocassin,celine,marlou veau velours	mocassin 席琳 曲线袋
Mocassin Dior Code	mocassin dior,code	摩卡辛·迪奥 code
Mocassin Driver en cuir	mocassin,driver,en cuir	mocassin 司机 皮革的
Mocassin Gomma à talon	mocassin gomma,à talon	摩卡辛·戈玛 带高跟鞋
Mocassin Margaret Avec Chaine Triomphe 	mocassin margaret,avec chaine,triomphe	玛格丽特·莫卡辛 脖子没问题。 凯旋
Mocassin Margaret avec Chaine Triomphe et details Brogue Taureau Brillant	mocassin margaret,avec chaine triomphe et details brogue,taureau brillant	玛格丽特·莫卡辛 带着凯旋链和粗俗的细节 Doudoun袖口
Mocassin Penny en cuir	mocassin,penny,en cuir	mocassin penny 皮革的
Mocassin Triomphe Avec Plateau Tressé Celine Luco En Veau Glacé	mocassin triomphe avec plateau tressé celine luco en veau,glacé	窄幅羊毛衫 冻住
Mocassin Triomphe Celine Margaret Taureau Brillant	mocassin,triomphe,celine margaret taureau brillant	mocassin 凯旋 席琳·玛格丽特·布莱特公牛
Mocassin effet poils	mocassin,effet,poils	mocassin 效应 poils
Mocassin effet poils longs	mocassin,effet,poils longs	mocassin 效应 长发
Mocassin en cuir	mocassin,en cuir	mocassin 皮革的
Mocassin en cuir suédé	mocassin,en cuir suédé	mocassin 小山羊皮
Mocassin en cuir élastique	mocassin,en cuir élastique	mocassin 有弹性的皮革
Mocassin en maille extensible	mocassin,en maille extensible	mocassin 用珠宝装饰的
Mocassin lacé Loom	mocassin,lacé loom	mocassin 华伦天奴·加拉瓦尼骡子摇头丸
Mocassin à chaîne en cuir de mouton et daim	mocassin,à chaîne,en cuir,de mouton,et daim	mocassin 链式 皮革的 带链条的软皮鞋 和山羊皮
Mocassin à double boucle en cuir	mocassin,à double boucle,en cuir	mocassin 双环 皮革的
Mocassins	mocassins	软皮鞋
Mocassins 180	mocassins,180	软皮鞋  180
Mocassins 180 Triple Semelle	mocassins,180 triple semelle	软皮鞋  triple semelle 180
Mocassins 180 cuir veau box	mocassins,180 cuir veau,box	软皮鞋  cuir veau 邮政信箱 180
Mocassins Andrea	mocassins,andrea	软皮鞋 安德里亚
Mocassins Army en cuir avec chaîne dorée	mocassins,army en cuir,avec chaîne dorée	软皮鞋 皮革军 戴着金项链
Mocassins Ashley	mocassins,ashley	软皮鞋 阿什利
Mocassins Austin	mocassins,austin	软皮鞋 奥斯汀。
Mocassins Becky	mocassins,becky	软皮鞋 贝基。
Mocassins Belem	mocassins,belem	软皮鞋 贝伦。
Mocassins Brera	mocassins,brera	软皮鞋 布雷拉
Mocassins Canal	mocassins canal	渠道软皮鞋
Mocassins Capstone	mocassins,capstone	软皮鞋 顶石
Mocassins Catenna	mocassins,catenna	软皮鞋 catenna
Mocassins City Gommino	mocassins,city,gommino	软皮鞋 城市 甘米诺
Mocassins Coin en cuir avec chaînes dorées	mocassins,coin,en cuir,avec chaînes dorées	软皮鞋 拉尔夫软皮鞋 皮革的 戴着金项链
Mocassins Daisy	mocassins,daisy	软皮鞋 黛西。
Mocassins Daniel	mocassins,daniel	软皮鞋 丹尼尔
Mocassins Delfina	mocassins,delfina	软皮鞋 德尔芬娜
Mocassins Duccio	mocassins,duccio	软皮鞋 杜奇奥
Mocassins Elisa	mocassins,elisa	软皮鞋 酶联免疫吸附试验
Mocassins Ernesto	mocassins ernesto	欧内斯托软皮鞋
Mocassins Feliac	mocassins feliac	登机礼服
Mocassins Flavio	mocassins,flavio	软皮鞋 flavio
Mocassins George	mocassins,george	软皮鞋 george
Mocassins Gomino	mocassins,gomino	软皮鞋 跳线
Mocassins Gomma	mocassins,gomma	软皮鞋 gomma
Mocassins Gomma Leggera	mocassins gomma,leggera	黄瓜 莱格拉
Mocassins Gommini	mocassins,gommini	软皮鞋 gommini
Mocassins Gommini 122	mocassins,gommini,122	软皮鞋 gommini  122
Mocassins Gommino	mocassins,gommino	软皮鞋 甘米诺
Mocassins Harper	mocassins harper	哈珀摩卡皮鞋
Mocassins Harris	mocassins harris	填充极线
Mocassins Havana	mocassins havana	哈瓦那滑稽皮鞋
Mocassins Henri	mocassins,henri	软皮鞋 哈里斯·摩卡斯鞋
Mocassins James	mocassins,james	软皮鞋 詹姆斯。
Mocassins Jay	mocassins,jay	软皮鞋 杰伊。
Mocassins Jordan	mocassins,jordan	软皮鞋 约旦
Mocassins Jude	mocassins,jude	软皮鞋 jude
Mocassins Julio	mocassins,julio	软皮鞋 Della vita
Mocassins Kate en cuir	mocassins,kate en cuir	软皮鞋 kate en cuir
Mocassins Ladynolita	mocassins,ladynolita	软皮鞋 ladynolita
Mocassins Leen	mocassins leen	软皮鞋莱恩
Mocassins Loafer	mocassins loafer	无业游民软皮鞋
Mocassins Ludovica	mocassins ludovica	mocassins ludovica
Mocassins Ludovico	mocassins ludovico	卢多维科摩卡皮鞋
Mocassins Lylia	mocassins lylia	MocCasins Lylia
Mocassins Maestro	mocassins,maestro	软皮鞋 maestro
Mocassins Marcello	mocassins,marcello	软皮鞋 marcello
Mocassins Margaret	mocassins margaret	玛格丽特鹿皮鞋
Mocassins Marnigram en maille extensible	mocassins marnigram,en maille extensible	马尼格拉姆摩卡皮鞋 用珠宝装饰的
Mocassins Marzio	mocassins marzio	马齐奥软皮鞋
Mocassins Mathilde	mocassins,mathilde	软皮鞋 玛蒂尔德
Mocassins Maurizio	mocassins,maurizio	软皮鞋 毛里齐奥
Mocassins Michael	mocassins,michael	软皮鞋 迈克尔。
Mocassins Monica	mocassins monica	莫妮卡软皮鞋
Mocassins Monolith	mocassins monolith	整体式软皮鞋
Mocassins Monolith pointus 	mocassins monolith,pointus	整体式软皮鞋 特里斗篷
Mocassins Monsieur	mocassins,monsieur	软皮鞋 先生。
Mocassins Myrtle	mocassins myrtle	mocassins myrtle
Mocassins Nick	mocassins nick	鹿皮鞋，尼克
Mocassins Nicole	mocassins,nicole	软皮鞋 妮可。
Mocassins Nolita	mocassins,nolita	软皮鞋 nolita
Mocassins Nuovo Gommino	mocassins,nuovo gommino	软皮鞋 皮革打孔运动鞋
Mocassins Orlando	mocassins orlando	奥兰多软皮鞋
Mocassins Penny	mocassins,penny	软皮鞋 penny
Mocassins Preppy Viv	mocassins preppy,viv	莫卡辛斯预科生 viv
Mocassins Raiguer	mocassins,raiguer	软皮鞋 葡萄干
Mocassins Raimondo	mocassins raimondo	mocassins raimondo
Mocassins Ralph	mocassins ralph	低穿孔皮革光谱
Mocassins Renato	mocassins,renato	软皮鞋 renato
Mocassins Rio	mocassins rio	里约热内卢皮鞋
Mocassins Robin	mocassins,robin	软皮鞋 罗宾。
Mocassins Rolando	mocassins,rolando	软皮鞋 罗兰多
Mocassins Ruth	mocassins,ruth	软皮鞋 露丝。
Mocassins Selma	mocassins selma	脸色苍白
Mocassins Sienna	mocassins,sienna	软皮鞋 西耶娜。
Mocassins Smooth	mocassins smooth	mocassins smooth
Mocassins Stefano	mocassins stefano	mocassins stefano
Mocassins Tabi	mocassins,tabi	软皮鞋 Tabi
Mocassins Tassel	mocassins tassel	Xlow
Mocassins Timeless	mocassins timeless	mocassins timeless
Mocassins Tom	mocassins,tom	软皮鞋 短裙
Mocassins Twist	mocassins,twist	软皮鞋 扭曲
Mocassins Valeria	mocassins valeria	莫卡辛斯·瓦莱里亚
Mocassins Virginia	mocassins virginia	mocassins virginia
Mocassins Vittorio	mocassins,vittorio	软皮鞋 vittorio
Mocassins Viv Rangers	mocassins,viv,rangers	软皮鞋 viv 游骑兵
Mocassins Wander	mocassins,wander	软皮鞋 漫游
Mocassins William	mocassins,william	软皮鞋 威廉。
Mocassins avec Chaîne Triomphe Celine Luco en Veau Glacé	mocassins,avec chaîne,triomphe,celine luco en veau glacé	软皮鞋 带链条 凯旋 席琳·卢科冻小牛肉
Mocassins avec cristaux	mocassins,avec cristaux	软皮鞋 箭头
Mocassins avec lacets Gommini 122	mocassins,avec lacets,gommini 122	软皮鞋 avec lacets gommini  122
Mocassins city Gommino	mocassins,city,gommino	软皮鞋 城市 甘米诺
Mocassins cuir	mocassins cuir	mocassins cuir
Mocassins driver en cuir	mocassins,driver en cuir	软皮鞋 driver en cuir
Mocassins driver en cuir noir	mocassins,driver en cuir noir	软皮鞋 黑色皮革发球手
Mocassins en cuir	mocassins,en cuir	软皮鞋 皮革的
Mocassins en cuir de veau vernis	mocassins,en cuir,de veau,vernis	软皮鞋 皮革的 一头小牛 清漆
Mocassins en cuir noir	mocassins,en cuir noir	软皮鞋 黑色皮革
Mocassins en cuir à imprimé quadrillé	mocassins,en cuir,à imprimé quadrillé	软皮鞋 皮革的 使用网格化打印
Mocassins en daim	mocassins,en daim	软皮鞋 在小山羊皮里
Mocassins en feutrine avec boucle	mocassins,en feutrine,avec boucle	软皮鞋 毛毡的 卡娅肩膀
Mocassins en nappa	mocassins,en nappa	软皮鞋 在NAPPA
Mocassins mule Coin en cuir brillant	mocassins,mule,coin en cuir brillant	软皮鞋 骡子 伸展木棒。
Mocassins penny loafers avec semelle en caoutchouc naturel	mocassins,penny loafers avec semelle,en caoutchouc naturel	软皮鞋 一便士鞋底乐福鞋 条纹毛衣
Mocassins slingback	mocassins,slingback	软皮鞋 slingback
Mocassins veau box	mocassins,veau,box	软皮鞋 华伦天奴·加拉瓦尼运动鞋打开印花 邮政信箱
Mocassins À Talon Compensé	mocassins,à talon,compensé	软皮鞋 带高跟鞋 卡滕纳
Mocassins à bride à l'arrière	mocassins,à bride,à l'arrière	软皮鞋 带法兰 à l'arrière
Mocassins à chaîne	mocassins,à chaîne	软皮鞋 链式
Mocassins à chaîne en cuir de mouton	mocassins,à chaîne,en cuir,de mouton	软皮鞋 链式 皮革的 带链条的软皮鞋
Mocassins à lacets Gommino	mocassins,à lacets,gommino	软皮鞋 à lacets 甘米诺
Mocassins à talon	mocassins,à talon	软皮鞋 带高跟鞋
Moccasins Gomma Leggera	moccasins gomma,leggera	moccasins gomma 莱格拉
